course_name,prerequisites,corequisites
"BIO 1220 - Foundations of Biology: Evolution, Ecology, and Biodiversity (3)","BIO 121, BIO 121L, and BIO 1210B, or BIO 1210 and BIO 1210L .",BIO 1220L .
PLT 4965 - Sustainable Small-Scale Production (2),,
PLT 4965L - Sustainable Small-Scale Production Laboratory (1),,PLT 4965 .
PLT 3020 - Technology Innovations in Plant Science (3),,
PLT 4400 - Integrated Pest Management (3),PLT 233 or PLT 2330 ; and PLT 233L or PLT 2330L .,
ABM 4300 - Equine Appraisal and Evaluation (3),,
PLT 2450L - General Surveying Laboratory (1),,PLT 2420 .
PLT 2450 - General Surveying (1),,PLT 2450L .
PLT 2020 - Subtropical Fruits (2),,PLT 2020L .
PLT 2020L - Subtropical Fruits Laboratory (1),,PLT 2020 .
ABM 4130 - Agricultural Law and Compliance (3),ABM 313 or ABM 3130 .,
ABM 4500 - Agricultural Water Resource Management (3),,
ABM 4050 - Food and Agricultural Marketing Applications (3),ABM 304 or ABM 3040 .,
BIO 4100 - Biophysics (3),"C- or better in PHY 123, PHY 1220 , PHY 133 or PHY 1520 .",
BIO 2300 - Horizons in Biotechnology (1),Undergraduate standing.,
BIO 4840 - Herpetology (2),"ZOO 201/ZOO 201L, BIO 2070 / BIO 2070L , ZOO 238/ZOO 238L, or BIO 2380 / BIO 2380L .",BIO 4840L .
BIO 4840L - Herpetology Laboratory (2),"ZOO 201/ZOO 201L, BIO 2070 / BIO 2070L , ZOO 238/ZOO 238L, or BIO 2380 / BIO 2380L .",BIO 4840 .
MHR 4220 - Training and Development (3),"MHR 3210 , HRT 3500 , MHR 311 or HRT 350; and Upper Division standing.",
BIO 4800L - Entomology Laboratory (2),"BIO 211, BIO 211L, ZOO 201, and ZOO 201L; or BIO 211, BIO 211L, ZOO 237, and ZOO 237L; or STA 1300 , BIO 2110L , BIO 2070 , and BIO 2070L ; or STA 1300 , BIO 2110L , BIO 2370 , and BIO 2370L .",BIO 4800 .
MHR 3020 - Organizational Behavior (3),"Upper division standing; and Lower division GE requirements in Areas A and D, and sub-area B4.",
BIO 4820L - Biology of Fishes Laboratory (2),"ZOO 201/ZOO 201L, BIO 2070 / BIO 2070L , ZOO 238/ZOO 238L, or BIO 2380 / BIO 2380L .",BIO 4820 .
BIO 4820 - Biology of Fishes (2),"ZOO 201/ZOO 201L, BIO 2070 / BIO 2070L , ZOO 238/ZOO 238L, or BIO 2380 / BIO 2380L .",BIO 4820L .
TOM 3010 - Operations Management (3),"STA 120, STA 1200 , or STA 1202 .",
IBM 3012 - Principles of Marketing Management (3),Completion of GE Area A2.,
FST 3250 - Food Safety and Current Issues (3),Lower division GE requirements in Areas A and B.,
GEO 4130 - Environmental Law (3),"GEO 1010 , GEO 1020 or Instructor consent.",
CIS 3100 - Management Information Systems (3),"ACC 207 and 207A or ACC 2070 ; and CIS 101, CIS 1010 , or PCPT.",
BIO 5760 - Regulatory Affairs for the Biotechnology Industry (2),Graduate student in good standing.,
PLT 4310 - Soil Chemistry (2),PLT 231 or PLT 2310 ; and PLT 231L or PLT 2310L .,PLT 4310L .
PLT 4310L - Soil Chemistry Laboratory (1),PLT 231 or PLT 2310 ; and PLT 231L or PLT 2310L .,PLT 4310 .
PLT 4190L - Plant Pathology Laboratory (1),BOT 201 or BIO 2050 ; and BOT 201L or BIO 2050L .,PLT 4190 .
PLT 4220 - Specialized Plant Propagation (2),BOT 428 or BIO 4480 ; and BOT 428L or BIO 4480L .,PLT 4220L .
PLT 4210L - Production Mycology Laboratory (1),,PLT 4210 .
PLT 4220L - Specialized Plant Propagation Laboratory (1),BOT 428 or BIO 4480 ; and BOT 428L or BIO 4480L .,PLT 4220 .
PLT 4210 - Production Mycology (2),,PLT 4210L .
PLT 4110 - Environmental Toxicology (3),PLT 231 or PLT 2310 ; and PLT 231L or PLT 2310L .,
NTR 4370 - Nutritional Genomics (3),NTR 3930 or FN 433.,
PLT 4190 - Plant Pathology (2),BOT 201 or BIO 2050 ; and BOT 201L or BIO 2050L .,PLT 4190L .
PLT 4040 - Plant Breeding (2),BIO 115 or BIO 1150 ; and BIO 115L or BIO 1150L .,PLT 4040L .
NTR 3940 - Advanced Nutrient Metabolism II (3),C or better in NTR 3930 or FN 433.,
PLT 4040L - Plant Breeding Laboratory (1),BIO 115 or BIO 1150 ; and PLT 115L or BIO 1150L .,PLT 4040 .
NTR 3930 - Advanced Nutrient Metabolism I (3),B- or better in NTR 3130 or FN 263; NTR 3350 or FN 335; and C- or better in CHM 3210 or CHM 321.,
CHM 4540 - Advanced Metabolism (3),C- or better in CHM 328 or CHM 3280 .,
CHM 4490 - Environmental Analysis (2),C- or better in CHM 2210 and CHM 2210L .,CHM 4490L .
"ECE 4735 - Biomedical Signals, Instrumentation and Measurements (3)",ECE Major; and ECE 3101 or ECE 306.,
CHM 4590 - Green Chemistry (3),C- or better in CHM 316 or CHM 3150 ; and C- or better in CHM 319L or CHM 3150L .,
CHM 4490L - Environmental Analysis Laboratory (1),C- or better in CHM 2210 and CHM 2210L .,CHM 4490 .
CHM 4520 - Advanced Biomolecular Structure (3),C- or better in CHM 328 or CHM 3280 ; and C- or better in CHM 328L or CHM 3280L .,
CHM 4510L - Enzymology Laboratory (1),C- or better in CHM 328 or CHM 3280 ; and C- or better in CHM 328L or CHM 3280L .,CHM 4510 .
CHM 4510 - Enzymology (3),C- or better in CHM 328 or CHM 3280 ; and C- or better in CHM 328L or CHM 3280L .,CHM 4510L .
PLS 4430 - European Governments and Politics (3),,
CHM 4240L - Organic Analysis Laboratory (2),C- or better in CHM 316 or CHM 3150 ; and C- or better in CHM 319L or CHM 3150L .,CHM 4240 .
PHL 3160 - 19th Century Philosophy (3),,
CHM 4500L - Bioanalytical Chemistry Laboratory (1),C- or better in CHM 327 or CHM 3270 ; C- or better in CHM 327L or CHM 3270L ; C- or better in CHM 221 or CHM 2210 ; and C- or better in CHM 221L or CHM 2210L .,CHM 4500 .
CHM 4480 - Modern Mass Spectrometry and FT-NMR (3),C- or better in CHM 342 or CHM 3420 ; C- or better in CHM 316 or CHM 3150 and C- or better in CHM 319L or CHM 3150L .,
CHM 4500 - Bioanalytical Chemistry (3),C- or better in CHM 327 or CHM 3270 ; C- or better in CHM 327L or CHM 3270L ; C- or better in CHM 221 or CHM 2210 ; and C- or better in CHM 221L or CHM 2210L .,CHM 4500L .
CHM 4240 - Organic Analysis (2),C- or better in CHM 316 or CHM 3150 ; and C- or better in CHM 319L or CHM 3150L .,
"HST 3327 - Postwar Europe, 1945-present (3)",Completion of GE Area A.,
"HST 3324 - European Revolutions, 1789-1914 (3)","Lower division GE requirements in Areas A and D, and sub-area B4.",
CHM 4220L - Organic Synthesis Laboratory (2),"C- or better in CHM 316 or CHM 3150 , C- or better in CHM 319L or CHM 3150L , D or better in CHM 221 or CHM 2210 , and D or better in CHM 221L or CHM 2210L .",CHM 4220 .
CHM 4160 - Macromolecular Modeling (3),"CHM 2600 ; and CHM 327, CHM 3270 , CHM 321 or CHM 3210 .",
CHM 4090 - Polymer Chemistry (2),C- or better in CHM 316 or CHM 3150 ; and C- or better in CHM 319L or CHM 3150L .,
"HST 3326 - Europe in Crisis, 1900-1945 (3)",Completion of GE Area A.,
CHM 4220 - Organic Synthesis (2),"C- or better in CHM 316 or CHM 3150 , C- or better in CHM 319L or CHM 3150L , D or better in CHM 221 or CHM 2210 , and D or better in CHM 221L or CHM 2210L .",
CHM 3520L - Physical Chemistry Laboratory (2),"C- or better in CHM 305, CHM 3040 , CHM 3050 , CHM 312, CHM 3110 or CHM 3120 .",
GEO 3590 - Europe: Land and People (3),GE area A.,
CHM 3430L - Separation Methods Laboratory (1),"C- or better in CHM 221, CHM 2210 , or CHM 221B; and C- or better in CHM 221L, CHM 2210L , or CHM 221LB.",CHM 3430 .
CHM 3440L - Electroanalytical Methods Laboratory (1),C- or better in CHM 221B or CHM 2210 ; and C- or better in CHM 221LB or CHM 2210L .,CHM 3440 .
CHM 3440 - Electroanalytical Methods (1),C- or better in CHM 221B or CHM 2210 ; and C- or better in CHM 221LB or CHM 2210L .,CHM 3440L .
ENG 4710 - 19th C. European Novel (3),ENG 312 and ENG 350; ENG 3000 and ENG 3010 ; ENG 355; or ENG 3110 .,
GER 4990 - Special Topics for Upper Division Students (1-3),,
CHM 3430 - Separation Methods (1),"C- or better in CHM 221, CHM 2210 , or CHM 221B; and C- or better in CHM 221L, CHM 2210L , or CHM 221LB.",CHM 3430L .
GER 2990 - Special Topics for Lower Division Students (1-3),,
GER 3410 - German Civilization (3),"FL 211, FL 212, FL 213, GER 2111 , or GER 2113 or equivalent.",
CHM 3420L - Spectroscopic Methods Laboratory (1),"C- or better in CHM221, CHM 2210 , or CHM221B; and CHM221L, CHM 2210L , or CHM221LB.",CHM 3420 .
CHM 3420 - Spectroscopic Methods (1),"C- or better in CHM 221, CHM 2210 or CHM 221B; and C- or better in CHM 221L, CHM 2210L or CHM 221LB.",CHM 3420L .
CHM 3280L - Biochemistry Laboratory II (1),"C- or better in CHM 328 or CHM 3270 , and C- or better in CHM 328L or CHM 3270L .",
GER 2120 - Intermediate German Reading and Film (3),"Instructor consent, FL 211, FL 212, FL 213, GER 2111 , or GER 2113 or equivalent.",
GER 2113 - Intermediate German Composition and Conversation (3),"Instructor consent, FL 112, GER 1112 , or equivalent.",
CHM 3310L - Clinical Chemistry Laboratory (1),C- or better in CHM 327 or CHM 3270 ; C- or better in CHM 327L or CHM 3270L ; D or better in CHM 221 or CHM 2210 ; and D or better in CHM 221L or CHM 2210L .,CHM 3310 .
CHM 3400 - The Chemist in Industry (3),"CHM 201, CHM 2010 , CHM 314 or CHM 3140 ; CHM 1220 or CHM 123; and CHM 1220L or CHM 123L.",
GER 2111 - Intermediate German I (3),"Instructor consent, FL 112, GER 1112 , or equivalent.",
CHM 3310 - Clinical Chemistry (2),"C- or better in CHM 321, CHM 327 or CHM 3280 ; and C- or better in CHM 321L, CHM 327L or CHM 3280L ; D or better in CHM 221 or CHM 2210 ; and D or better in CHM 221L or CHM 2210L .",CHM 3310L .
CHM 3280 - Biochemistry II (3),"C- or better in CHM 328 or CHM 3270 , and C- or better in CHM 328L or CHM 3270L .",
CHM 3010 - Modeling the Fundamentals of Physical Chemistry (3),Lower division GE requirements in Areas A and B.,
CHM 3040 - Elements of Physical Chemistry I (3),CHM 123 or CHM 1220 ; MAT 116 or MAT 1150 ; PHY 133 or PHY 1520 ; and PHY 133L or PHY 1520L .,
CHM 2210L - Quantitative Analysis Laboratory (2),"C- or better in CHM 123 or CHM 1220 , and C- or better in CHM 123L or CHM 1220L .",CHM 2210 .
CHM 3050 - Elements of Physical Chemistry II (3),CHM 123 or CHM 1220 ; MAT 116 or MAT 1150 ; PHY 133 or PHY 1520 ; and PHY 133L or PHY 1520L .,
BIO 4610 - Undergraduate Research (1),,
BIO 4410 - Internship in Biology (1-2),Completion of 60 or more units. Overall GPA of 2.0 or higher. Completed application signed by the on-site job supervisor and on-campus internship coordinator.,
CHM 2210 - Quantitative Analysis (2),C- or better in CHM 123 or CHM 1220 ; and CHM 123L or CHM 1220L .,CHM 2210L .
BIO 4180 - Marine Ecology (3),BIO 325/BIO 325L or BIO 3250 / BIO 3250L .,BIO 4180L .
BIO 4180L - Marine Ecology Laboratory (1),BIO 325/325L or BIO 3250 / BIO 3250L .,BIO 4180 .
CHM 3270L - Biochemistry Laboratory I (1),"C- or better in CHM 1220 , CHM 122, or CHM 123; C- or better in CHM 1220L , CHM 122L, or CHM 123L; C- or better in CHM 321, CHM 327, CHM 3210 , or CHM 3270 ; C- or better in CHM 250L, CHM 317L, CHM 2010L , or CHM 3140L ; D or better in BIO 115, BIO 121, BIO 1150 , or BIO 1210 .",CHM 3210 or CHM 3270 .
BIO 2380L - Introduction to Vertebrate Zoology Laboratory (1),"BIO 123/BIO 123L, BIO 1220 / BIO 1220L , BIO 122/BIO 122L/BIO 1220C, BIO 115/BIO 115L/BIO 115A or BIO 1150 / BIO 1150L .",BIO 2380 .
BIO 2380 - Introduction to Vertebrate Zoology (3),"BIO 123/BIO 123L, BIO 1220 / BIO 1220L , BIO 122/BIO 122L/BIO 1220C, BIO 115/BIO 115L/BIO 115A or BIO 1150 / BIO 1150L .",BIO 2380L .
BIO 4140 - Biology of Species Invasions (2),"BIO 123/BIO 123L, BIO 1220 / BIO 1220L , BIO 122/BIO 122L/BIO 1220C, BIO 115/BIO 115L/BIO 115A, BIO 1150 / BIO 1150L , BIO 110/BIO 111L, or BIO 1110 / BIO 1110L .",
BIO 2370L - Introduction to Invertebrate Zoology Laboratory (1),"BIO 123/BIO 123L, BIO 1220 / BIO 1220L , BIO 122/BIO 122L/BIO 1220C, BIO 115/BIO 115L/BIO 115A or BIO 1150 / BIO 1150L .",BIO 2370 .
BIO 4810L - Histology Laboratory (2),"ZOO 201/ZOO 201L, BIO 2070 / BIO 2070L , ZOO 238/ZOO 238L, or BIO 2380 / BIO 2380L .",BIO 4810 .
BIO 2370 - Introduction to Invertebrate Zoology (3),"BIO 123/BIO 123L, BIO 1220 / BIO 1220L , BIO 122/BIO 122L/BIO 1220C, BIO 115/BIO 115L/BIO 115A or BIO 1150 / BIO 1150L .",BIO 2370L .
BIO 4240 - Neuromuscular Physiology (3),BIO 428/BIO 428L or BIO 4450 / BIO 4450L .,
BIO 4810 - Histology (2),"ZOO 201/ZOO 201L, BIO 2070 / BIO 2070L , ZOO 238/ZOO 238L, or BIO 2380 / BIO 2380L .",BIO 4810L .
BIO 4220L - Neural Circuits of Behavior Laboratory (1),"BIO 426, BIO 4190 , or BIO 4200 .",BIO 4220 .
BIO 4220 - Neural Circuits of Behavior (3),"BIO 426, BIO 4190 , or BIO 4200 .",BIO 4220L .
BIO 4460L - Physiology II: Systems Laboratory (1),BIO 310 or BIO 3220 .,BIO 4460 .
BIO 2350L - Human Physiology Laboratory (1),"BIO 123/BIO 123L, BIO 1220 / BIO 1220L , BIO 122/BIO 122L/BIO 1220C, BIO 115/BIO 115L/BIO 115A or BIO 1150 / BIO 1150L .",BIO 2350 .
BIO 2340L - Human Anatomy Laboratory (2),"BIO 123/BIO 123L, BIO 1220 / BIO 1220L , BIO 122/BIO 122L/BIO 1220C, BIO 115/BIO 115L/BIO 115A or BIO 1150 / BIO 1150L .",BIO 2340 .
BIO 4200L - Neuroscience II: Systems Neuroscience Laboratory (1),BIO 310 or BIO 3220 ; and BIO 4190 .,BIO 4200 .
BIO 4460 - Physiology II: Systems (3),BIO 310 or BIO 3220 .,BIO 4460L .
BIO 2350 - Human Physiology (3),"BIO 123/BIO 123L, BIO 1220 / BIO 1220L , BIO 122/BIO 122L/BIO 1220C, BIO 115/BIO 115L/BIO 115A or BIO 1150 / BIO 1150L .",BIO 2350L .
BIO 2340 - Human Anatomy (2),"BIO 123/BIO 123L, BIO 1220 / BIO 1220L , BIO 122/BIO 122L/BIO 1220C, BIO 115/BIO 115L/BIO 115A or BIO 1150 / BIO 1150L .",BIO 2340L .
BIO 4200 - Neuroscience II: Neural Systems (3),BIO 310 or BIO 3220 ; and BIO 4190 .,BIO 4200L .
BIO 4190L - Neuroscience I: Cell and Molecular Processes Laboratory (1),BIO 310 or BIO 3220 .,BIO 4190 .
BIO 4190 - Neuroscience I: Cell and Molecular Processes (3),BIO 310 or BIO 3220 .,BIO 4190L .
BIO 4700 - Hematology (3),"BIO 123/BIO 123L, BIO 122/BIO 122L/BIO 1220C, or BIO 1220 / BIO 1220L .",
BIO 4700L - Hematology Laboratory (1),"BIO 123/BIO 123L, BIO 122/BIO 122L/BIO 1220C, or BIO 1220 / BIO 1220L .",BIO 4700 .
BIO 4690 - Plant-microbe Interactions (2),MIC 201/MIC 201L or BIO 2060 / BIO 2060L .,BIO 4690L .
BIO 4690L - Plant-microbe Interactions Laboratory (1),MIC 201/MIC 201L or BIO 2060 / BIO 2060L .,BIO 4690 .
BIO 4670L - General Virology Laboratory (1),MIC 201/MIC 201L or BIO 2060 / BIO 2060L .,BIO 4670 .
BIO 4640 - Medical Virology (1),MIC 201/MIC 201L or BIO 2060 / BIO 2060L .,
BIO 4650L - Immunology Laboratory (1),MIC 201/MIC 201L or BIO 2060 / BIO 2060L .,
BIO 4670 - General Virology (3),MIC 201/MIC 201L or BIO 2060 / BIO 2060L .,BIO 4670L .
BIO 4650 - Immunology (3),MIC 201/MIC 201L or BIO 2060 / BIO 2060L .,BIO 3220 .
BIO 3640L - Food Microbiology Laboratory (1),MIC 201/MIC 201L or BIO 2060 / BIO 2060L .,BIO 3640 .
BIO 3640 - Food Microbiology (2),MIC 201/MIC 201L or BIO 2060 / BIO 2060L .,
BIO 4080 - Water Pollution Biology (3),"BIO 123/BIO 123L, BIO 1220 / BIO 1220L , BIO 122/BIO 122L/BIO 1220C, BIO 115/BIO 115L/BIO 115A, BIO 1150 / BIO 1150L , BIO 110/BIO 111L, or BIO 1110 / BIO 1110L .",
BIO 4680L - Microbial Ecology Laboratory (1),MIC 201/MIC 201L or BIO 2060 / BIO 2060L .,BIO 4680 .
BIO 3620 - Applied Microbiology (2),"MIC 201/MIC 201L or BIO 2060 / BIO 2060L ; CHM 201 or CHM 3150 ; and CHM 250L, CHM 2010L , CHM 317L, or CHM 3140L .",BIO 3620L .
BIO 3600 - General Epidemiology (3),"MIC 201/MIC 201L or BIO 2060 / BIO 2060L ; and STA 120, STA 1300 , BIO 211L or BIO 2110L .",
BIO 4680 - Microbial Ecology (2),MIC 201/MIL 201L or BIO 2060 / BIO 2060L .,
BIO 3620L - Applied Microbiology Laboratory (1),"MIC 201/MIC 201L or BIO 2060 / BIO 2060L ; CHM 201 or CHM 3150 ; and CHM 250L, CHM 2010L , CHM 317L, or CHM 3140L .",BIO 3620 .
BIO 4635 - Medical Microbiology (3),MIC 201/MIC 201L or BIO 2060 / BIO 2060L .,BIO 4635L .
BIO 4635L - Medical Microbiology Laboratory (1),MIC 201/MIC 201L or BIO 2060 / BIO 2060L .,BIO 4635 .
BIO 4450L - Physiology I: Cells Laboratory (1),BIO 310 or BIO 3220 .,BIO 4450 .
BIO 4660 - Microbial Physiology (3),"MIC 201/MIC 201L or BIO 2060 / BIO 2060L , and CHM 201/CHM 250L or CHM 3140 / CHM 3140L .",
BIO 4450 - Physiology I: Cells (3),BIO 310 or BIO 3220 .,BIO 4450L .
BIO 4660L - Microbial Physiology Laboratory (1),"MIC 201/MIC 201L or BIO 2060 / BIO 2060L , and CHM 201/CHM 250 or CHM 3140 / CHM 3140L .",
BIO 4400L - Stem Cell Biology Laboratory (1),BIO 310 or BIO 3220 .,BIO 4400 .
BIO 4390 - Cancer Cell Biology (3),BIO 310 or BIO 3220 .,
BIO 4400 - Stem Cell Biology (3),BIO 310 or BIO 3220 .,
BIO 4380 - Bioinformatics (2),"BIO 303, BIO 2400 , CHM 328, or CHM 3280 .",BIO 4380L .
BIO 4380L - Bioinformatics Laboratory (2),"BIO 303, BIO 2400 , CHM 328, or CHM 3280 .",BIO 4380 .
BIO 4360 - Recombinant DNA and Protein Technology (3),"MIC 201/MIC 201L or BIO 2060 / BIO 2060L , and BIO 303 or BIO 2400 .",BIO 4360L .
BIO 4320L - Molecular Biology Techniques Laboratory (1),BIO 310 or BIO 3220 .,
BIO 4300 - Concepts of Molecular Biology (3),BIO 310 or BIO 3220 .,
BIO 4360L - Recombinant DNA and Protein Technology Laboratory (1),"MIC 201/MIC 201L or BIO 2060 / BIO 2060L , and BIO 303 or BIO 2400 .",BIO 4360 .
BIO 4320 - Molecular Biology Techniques (3),BIO 310 or BIO 3220 .,
BIO 4040 - Advanced Genetics (3),BIO 303 or BIO 2400 .,
BIO 4060 - Regulatory Affairs and Safety Assessment (3),"BIO 123/BIO 123L, BIO 1220 / BIO 1220L , or BIO 122/BIO 122L/BIO 1220C, or Instructor consent.",
BIO 4020L - Developmental Biology Laboratory (1),BIO 310 or BIO 3220 .,BIO 4020 .
BIO 4030 - Human Genetics (3),BIO 310 or BIO 3220 .,
BIO 4020 - Developmental Biology (3),BIO 310 or BIO 3220 .,
BIO 4550L - Field Biology Laboratory (1-3),Special topics course which will have requisites added as needed.,
BIO 4580 - Ecology and Conservation of Hawaiian Ecosystems (3),BIO 325/BIO 325L or BIO 3250 / BIO 3250L .,BIO 4580L .
BIO 4570 - Plants and the Environment (2),"BOT 201, BOT 201L, BIO 211L, BIO 325 and BIO 325L; or BIO 2050 , BIO 2050L , BIO 2110L , BIO 3250 and BIO 3250L .",BIO 4570L .
BIO 4550 - Field Biology (1-3),Special topics course which will have requisites added as needed.,
BIO 4550A - Field Biology Activity (1-3),Special topics course which will have requisites added as needed.,
BIO 4560 - Plant Development and Differentiation (3),"BOT 201/BOT 201L, or BIO 2050 / BIO 2050L .",
BIO 4570L - Plants and the Environment Laboratory (2),"BOT 201/201L BIO 211L and BIO 325/325L, or BIO 2050 / BIO 2050L , BIO 2110L and BIO 3250 / BIO 3250L .",BIO 4570 .
BIO 4540 - Plant Genetics (3),BIO 123; BIO 1220 ; or BIO 112/BIO 112L and BIO 1220C. BIO 303 and BIO 201 recommended.,
BIO 4800 - Entomology (2),"BIO 211, BIO 211L, ZOO 201, and ZOO 201L; or BIO 211, BIO 211L, ZOO 237 , and ZOO 237L; or STA 1300 , BIO 2110L , BIO 2070 and BIO 2070L ; or STA 1300 , BIO 2110L , BIO 2370 , and BIO 2370L .",BIO 4800L .
