course_name,prerequisites,corequisites
BIO 2070 - Animal Biology (3),"BIO 121/BIO 121L, BIO 122/BIO 122L, and BIO 123/BIO 123L; BIO 121/BIO 121L and BIO 122/BIO 122L/BIO 1220C; BIO 121/BIO 121L/BIO 1210B and BIO 1220 / BIO 1220L ; BIO 1210 / BIO 1210L and BIO 1220 / BIO 1220L ; BIO 115/115L/115A; or BIO 1150 / BIO 1150L .",BIO 2070L .
BIO 3280 - Biology of Aging (3),Lower division GE requirements in Areas A and B.,
BIO 2370 - Introduction to Invertebrate Zoology (3),"BIO 121/BIO 121L, BIO 122/BIO 122L, and BIO 123/BIO 123L; BIO 121/BIO 121L and BIO 122/BIO 122L/BIO 1220C; BIO 121/BIO 121L/BIO 1210B and BIO 1220 / BIO 1220L ; BIO 1210 / BIO 1210L and BIO 1220 / BIO 1220L ; BIO 115/115L/115A; or BIO 1150 / BIO 1150L .",BIO 2370L .
BIO 3130 - Marine Biology (3),Junior or senior standing; and Lower division GE requirements in Areas A and B.,
BIO 2050L - Form and Function in Plants Laboratory (1),"BIO 121/BIO 121L, BIO 122/BIO 122L, and BIO 123/BIO 123L; BIO 121/BIO 121L and BIO 122/BIO 122L/BIO 1220C; BIO 121/BIO 121L/BIO 1210B and BIO 1220 / BIO 1220L ; BIO 1210 / BIO 1210L and BIO 1220 / BIO 1220L ; BIO 115/115L/115A; or BIO 1150 / BIO 1150L .",BIO 2050 .
BIO 2070L - Animal Biology Laboratory (1),"BIO 121/BIO 121L, BIO 122/BIO 122L, and BIO 123/BIO 123L; BIO 121/BIO 121L and BIO 122/BIO 122L/BIO 1220C; BIO 121/BIO 121L/BIO 1210B and BIO 1220 / BIO 1220L ; BIO 1210 / BIO 1210L and BIO 1220 / BIO 1220L ; BIO 115/115L/115A; or BIO 1150 / BIO 1150L .",BIO 2070 .
BIO 3120 - Biodiversity Conservation (3),Junior or senior standing; and Lower division GE requirements in Areas A and B (B2 must be a BIO course).,
BIO 3090 - Biology of the Brain (3),Junior or senior standing; and Lower division GE requirements in Areas A and B.,
BIO 2050 - Form and Function in Plants (3),"BIO 121/BIO 121L, BIO 122/BIO 122L, and BIO 123/BIO 123L; BIO 121/BIO 121L and BIO 122/BIO 122L/BIO 1220C; BIO 121/BIO 121L/BIO 1210B and BIO 1220 / BIO 1220L ; BIO 1210 / BIO 1210L and BIO 1220 / BIO 1220L ; BIO 115/115L/115A; or BIO 1150 / BIO 1150L .",BIO 2050L .
BIO 3070 - Biology of Human Pregnancy (3),Junior or senior standing; and Lower division GE requirements in Areas A and B.,
BIO 3040 - Environment and Society (3),Junior or senior standing; and Lower division GE requirements in Areas A and B.,
ENG 1103 - First Year Composition (3),CO Category II.,
BIO 3030 - Sexually Transmitted Diseases and Safer Sex (3),Junior or senior standing; and Lower division GE requirements in Areas A and B.,
PHL 2020 - Critical Thinking (3),,
MAT 1200 - Calculus for Life Sciences (3),"ALEKS Comp >=61 or C or better in MAT 105, MAT 1050 , MAT 1052 .",
ENG 1101 - Stretch Composition II (3),"C- or better in ENG 100, ENG 106, ENG 108, or ENG 1100 .",
BIO 3220 - Cell and Molecular Biology (3),BIO 303 or BIO 2400 .,
BIO 3240 - Principles of Evolution (3),BIO 123/BIO 123L and BIO 303; or BIO 1220 / BIO 1220L and BIO 2400 ; or BIO 122/BIO 122L and BIO 1220C.,
ARC 4860 - Institutional Environments (3),"ARC Graduate Standing or Advanced Standing, and ARC 303L or ARC 3021L .",
CHM 3270 - Biochemistry I (3),"C- or better in CHM 1220 or CHM 123; C- or better in CHM 1220L or CHM 123L; C- or better in CHM 316 or CHM 3150 ; C- or better in CHM 317L or CHM 3140L ; and D or better in BIO 115, BIO 121, BIO 1150 or BIO 1210 .",CHM 3270L .
ARC 4880 - Healthcare Facility Design and Sustainability (3),"ARC Graduate Standing or Advanced Standing, Instructor Permission, and ARC 303L or ARC 3021L .",
"ARC 4870 - Healthcare Architecture, Planning and Design (3)","ARC Graduate Standing or Advanced Standing, and ARC 303L or ARC 3021L .",
BIO 3250 - Principles of Ecology (3),"BIO 121/BIO 121L, BIO 122/BIO 122L, and BIO 123/BIO 123L; BIO 121/BIO 121L and BIO 122/BIO122L/BIO 1220C; BIO 121/BIO 121L/BIO 1210B and BIO 1220 / BIO 1220L ; or BIO 1210 / BIO 1210L and BIO 1220 / BIO 1220L .",
ARC 4850 - Design Issues in Housing (3),ARC Graduate Standing or Advanced Standing; and Instructor Permission.,
ARC 4820 - Architectural Programming (3),ARC Graduate Standing or Advanced Standing; and Instructor Permission.,
ARC 4840S - Community Practicum Service Learning (3),ARC Graduate Standing or Advanced Standing; Instructor Permission; and ARC 303L or ARC 3021L .,
BIO 2110L - Biostatistics Laboratory (1),"BIO 1210 / BIO 1210L and BIO 1220 / BIO 1220L , or BIO 1150 / BIO 1150L .",STA 1300 .
BIO 2400 - Genetics (3),"BIO 121/BIO 121L, BIO 122/BIO 122L, and BIO 123/BIO 123L; BIO 121/BIO 121L and BIO 122/BIO 122L/BIO 1220C; BIO 121/BIO 121L/BIO 1210B and BIO 1220 / BIO 1220L ; BIO 1210 / BIO 1210L and BIO 1220 / BIO 1220L ; BIO 115/BIO 115L/BIO 115A; BIO 1150 / BIO 1150L ; BIO 110/BIO 111L; or BIO 1110 / BIO 1110L .",
ARC 4810 - Behavioral Factors in Architecture (3),"ARC Graduate Standing or Advanced Standing, and Instructor Permission.",
ARC 4780 - Indigenous Architecture (3),"ARC Graduate or Advanced Standing; ARC 362 or ARC 3620 , and ARC 362A or ARC 3622 .",
ARC 4760A - Neutra VDL Docents Activity (3),"ARC Graduate Standing, Advanced Standing, or Instructor Permission; and ARC 303L or ARC 3021L .",
ARC 4800 - Architecture and Historic Preservation (3),"ARC Graduate or Advanced Standing. ARC 362 or ARC 3620 , and ARC 362A or ARC 3622 .",
ARC 4790 - Topics in Preservation (3),"ARC Graduate or Advanced Standing; ARC 362 or ARC 3620 , and ARC 362A or ARC 3622 .",
ARC 4770A - Archives Practicum Activity (3),"ARC Graduate Standing, Advanced Standing, or Instructor Permission.",
ARC 4750 - Teaching Practicum (1-3),"ARC Graduate or Advanced Standing; ARC 362 or ARC 3620 , and ARC 362A or ARC 3622 .",
ARC 4740 - Managing a Design Firm (3),ARC 4710 and ARC 4712 or Instructor Permission.,
ARC 4690 - Topics in Southern California Architecture (3),"ARC Graduate or Advanced Standing; ARC 362 or ARC 3620 , and ARC 362A or ARC 3622 .",
ARC 4700 - Advanced Preservation Design (3),ARC Graduate or Advanced Standing; ARC 362 or ARC 3620 ; and ARC 362A or ARC 3622 .,
ARC 4680 - Latin American Architecture (3),ARC Graduate or Advanced Standing; ARC 362 or ARC 3620 ; and ARC 362A or ARC 3622 .,
ARC 4670 - California Architecture (3),"ARC Graduate or Advanced Standing; ARC 362 or ARC 3620 , and ARC 362A or ARC 3622 .",
ARC 4570 - Robotic Architectural Environments (3),"ARC Graduate Standing, Junior Standing, or Senior Standing.",
ARC 4640 - American Architecture (2),"ARC Junior Standing or Senior Standing; ARC 362 or ARC 3620 , and ARC 362A or ARC 3622 .",ARC 4642 .
ARC 4650 - Contemporary Architecture (3),"ARC Graduate or Advanced Standing; ARC 362 or ARC 3620 , and ARC 362A or ARC 3622 .",
ARC 4560A - Animation and Simulation Design Methods Activity (3),"ARC Graduate Standing, Advanced Standing, or Permission of Instructor; and ARC 2500A or ARC 253 or ARC 5510A or ARC 552.",
ARC 4530A - Digitally Enhanced Construction and Fabrication Activity (3),"ARC graduate standing, junior standing, or senior standing; ARC 2500A , ARC 253, ARC 5510A , or ARC 552; ARC 3422 or ARC 342A; and ARC 2500A or ARC 5510A ; OR instructor permission.",
ARC 4642 - American Architecture Discussion (1),"ARC Junior Standing or Senior Standing; ARC 362 or ARC 3620 , and ARC 362A or ARC 3622 .",ARC 4640 .
ARC 4540A - Interactive Media for Architects Activity (3),"ARC Graduate Standing, Advanced Standing, or Permission of Instructor; and ARC 2500A or ARC 253 or ARC 5510A or ARC 552.",
ARC 4510A - Advanced Digital Modeling Activity (3),"ARC Graduate Standing, Advanced Standing, or Permission of Instructor; and ARC 2500A or ARC 253 or ARC 5510A or ARC 552.",
ARC 4520A - Advanced Digital Design Media Activity (3),"ARC Graduate Standing, Advanced Standing, or Permission of Instructor; and ARC 2500A or ARC 253 or ARC 5510A or ARC 552.",
ARC 4440 - Advanced Architectural Materials Research (3),"ARC Graduate or Advanced Standing; ARC 342 or ARC 3420 , and ARC 342A or ARC 3422 .",
ARC 4370 - Carbon Neutral Architectural Design (3),"ARC Graduate Standing, Junior Standing, or Senior Standing; ARC 331 or ARC 3310 , and ARC 331A or ARC 3312 .",
ARC 4360 - Advanced Sustainable Design (3),"ARC Graduate Standing, Junior Standing, or Senior Standing; ARC 331 or ARC 3310 , and ARC 331A or ARC 3312 .",
ARC 4340 - Tools for Sustainability (3),"ARC Graduate Standing, Junior Standing, or Senior Standing; ARC 331 or ARC 3310 ; and ARC 331A or ARC 3312 .",
ARC 4350 - Advanced Architectural Lighting (3),"ARC Graduate Standing, Junior Standing, or Senior Standing; ARC 331 or ARC 3310 ; and ARC 331A or ARC 3312 .",
ARC 4310 - Sustainable Technology (3),"ARC Graduate Standing, Junior Standing, or Senior Standing; ARC 331 or ARC 3310 ; and ARC 331A or ARC 3312 .",
ARC 4320 - High Performance Design (3),"ARC Graduate Standing, Junior Standing, or Senior Standing; ARC 331 or ARC 3310 ; and ARC 331A or ARC 3312 .",
ARC 4250 - Advanced Structural Theory (3),"ARC Graduate Standing, Junior Standing, or Senior Standing; ARC 322 or ARC 3220 ; and ARC 322A or ARC 3222 .",
ARC 4180 - Architecture and Urbanism (3),,
ARC 4260 - Advanced Structural Design (3),"ARC Graduate Standing, Junior Standing, or Senior Standing; ARC 4250 or Instructor Permission.",
ARC 4190 - Urbanism and Film (3),"ARC Graduate Standing, Junior Standing, or Senior Standing.",
ARC 4170 - Advanced Urban Design (3),"ARC Graduate Standing, Junior Standing, or Senior Standing.",
ARC 4160 - Drawing as Theory (2),"ARC graduate standing, junior standing, or senior standing.",ARC 4162A .
ARC 4162A - Drawing as Theory Activity (1),"ARC graduate standing, junior standing, or senior standing.",ARC 4160 .
ARC 4150 - Topics in Urban Form of the Americas (3),"ARC Graduate Standing, Junior Standing, or Senior Standing.",
ARC 4140 - China Study Abroad Seminar 2 (3),ARC Undergraduate Standing; ARC 303 or ARC 3020 ; and ARC 303L or ARC 3021L .,Study Abroad.
ARC 4130 - China Study Abroad Seminar 1 (3),ARC Undergraduate Standing; ARC 303 or ARC 3020 ; and ARC 303L or ARC 3021L .,Study Abroad.
ARC 4120 - Study Abroad Seminar 2 (3),ARC Undergraduate Standing; ARC 303 or ARC 3020 ; and ARC 303L or ARC 3021L .,Study Abroad.
ARC 4110 - Study Abroad Seminar 1 (3),ARC Undergraduate Standing; ARC 303 or ARC 3020 ; and ARC 303L or ARC 3021L .,Study Abroad.
ARC 4730 - The Architect and the Development Process (2),"ARC undergraduate standing; ARC 303 or ARC 3020A ; and ARC 303L, ARC 3021L , or ARC 3021 and ARC 3021A .",ARC 4732 .
"AH 3351 - Arts of Mexico, Central and South America (3)",Junior or senior standing.,
ARC 4712 - Architectural Practice Discussion (1),"ARC undergraduate standing; ARC 303 or ARC 3020 ; ARC 303L, ARC 3021L , or ARC 3021A ; ARC 4400 ; and ARC 4402A ..",ARC 4710 .
ARC 4732 - The Architect and the Development Process Discussion (1),"ARC undergraduate standing; ARC 303 or ARC 3020 ; and ARC 303L, ARC 3021L , or ARC 3021 and ARC 3021A .",ARC 4730 .
AH 3345 - Arts of Japan (3),Junior or senior standing.,
ARC 4503A - Advanced Digital Design 3 Activity (1),ARC undergraduate standing and ARC 4502A .,
ARC 4610 - Senior Project Research and Programming (3),"ARC senior standing; 2.0 GPA; ARC 401, ARC 4011L , or ARC 4011 and ARC 4011A ; and ARC 403L, ARC 4021L , or ARC 4021 and ARC 4021A .",
ARC 4502A - Advanced Digital Design 2 Activity (1),ARC undergraduate standing and ARC 4501A .,
ARC 4710 - Architectural Practice (2),"ARC undergraduate standing; ARC 303 or ARC 3020; ARC 303L, ARC 3021L , or ARC 3021A ; ARC 4400 ; and ARC 4402A ..",ARC 4712 .
AH 3343 - Arts of Korea (3),Junior or senior standing.,
ARC 4501A - Advanced Digital Design 1 Activity (1),"ARC undergraduate standing; and ARC 303L, ARC 3021L , or ARC 3021A and ARC 3021 .",
AH 3337 - Contemporary Art (3),Junior or senior standing.,
AH 3341 - Art and Architecture of India (3),Junior or senior standing.,
AH 3335 - Modernism in Visual Art (3),Junior or senior standing.,
AH 3333 - History of Design (3),Junior or senior standing.,
AH 3331 - Art of the United States (3),Junior or senior standing.,
ARC 3620 - Architecture from Renaissance through Modern Era (2),"ARC Undergraduate Standing; and ARC 361, or ARC 3610 and ARC 3612 .",ARC 3622 .
AH 3319 - Art in the Age of the Baroque (3),Junior or senior standing.,
ARC 3622 - Architecture from Renaissance through Modern Era Discussion (1),"ARC Undergraduate Standing; and ARC 361A, or ARC 3610 and ARC 3612 .",ARC 3620 .
ARC 4400 - Design Development (1),"ARC undergraduate standing; ARC 302, ARC 3011L , or ARC 3011 and ARC 3011A ; ARC 3220 ; and ARC 3222 .","ARC 3021 , ARC 3021A , and ARC 4402A ."
ARC 4402A - Design Development Activity (2),"ARC undergraduate standing; ARC 302, ARC 3011L , or ARC 3011 and ARC 3011A ; ARC 3220 ; and ARC 3222 .","ARC 3021 , ARC 3021A , and ARC 4400 ."
AH 3317 - Art of the Italian Renaissance (3),Junior or senior standing.,
ARC 3422 - Building Construction 2 Discussion (1),"ARC undergraduate standing, ARC 341 or ARC 3410 , and ARC 342 or ARC 3412 .","ARC 3021 , ARC 3021A , and ARC 3420 ."
AH 3315 - Art of the Middle Ages (3),Junior or senior standing.,
ARC 3420 - Building Construction 2 (2),"ARC undergraduate standing, ARC 341 or ARC 3410 , and ARC 342 or ARC 3412 .","ARC 3021 , ARC 3021A , and ARC 3422 ."
AH 3313 - Art of the Classical World (3),Junior or senior standing.,
AH 3311 - Art of Ancient Egypt and the Near East (3),Junior or senior standing.,
ARC 3412 - Building Construction 1 Discussion (1),"ARC undergraduate standing; and ARC 103, ARC 1021L , or ARC 1021 and ARC 1021A .",ARC 3410 .
ARC 3410 - Building Construction 1 (2),"ARC undergraduate standing; and ARC 103, ARC 1021L , or ARC 1021 and ARC 1021A .",ARC 3412 .
HST 3300 - Theory and Practice of History (3),"HST 1100 or Art History major or minor, and completion of GE Area A.",
HST 1101 - World Civilizations to 1500 (3),,
ARC 3322 - Environmental Controls 2 Discussion (1),ARC undergraduate standing; ARC 331 or ARC 3310 ; and ARC 331A or ARC 3312 .,ARC 3320 .
HST 1102 - World Civilizations from 1500 (3),,
ARC 3320 - Environmental Controls 2 (2),ARC undergraduate standing; ARC 331 or ARC 3310 ; and ARC 331A or ARC 3312 .,ARC 3322 .
CLS 1101A - Freshman Experience (1),,
CLS 1101 - Freshman Experience (2),,
ARC 3312 - Environmental Controls Systems 1 Discussion (1),"ARC undergraduate standing; ARC 201 or ARC 2010 ; and ARC 201L, ARC 2011L , or ARC 2011 and ARC 2011A .",ARC 3310 .
ARC 3310 - Environmental Controls Systems 1 (2),"ARC undergraduate standing; ARC 201 or ARC 2010 ; and ARC 201L, ARC 2011L , or ARC 2011 and ARC 2011A .",ARC 3312 .
ARC 3222 - Structures 2 Discussion (1),"ARC undergraduate standing; and ARC 321 and 321A, or ARC 3210 and ARC 3212 .","ARC 3011 , ARC 3011A , and ARC 3220 ."
AH 4610 - Senior Seminar (3),"Art History major or minor, and senior standing.",
ARC 3220 - Structures 2 (2),"ARC undergraduate standing; and ARC 321 and ARC 321A, or ARC 3210 and ARC 3212 .","ARC 3011 , ARC 3011A , and ARC 3222 ."
AH 2302 - World Art: Renaissance through Modern Europe and the United States (3),Completion of GE Area A2.,
"AH 2305 - World Art: Africa, Oceania, and Native America (3)","ENG 1100 , ENG 1101 , ENG 1103 , or IGE 1100 .",
ARC 2502A - Intermediate Digital Design 2 Activity (1),ARC undergraduate standing and ARC 2501A .,ARC 2021A and ARC 2021 .
AH 2303 - World Art: Asia (Prehistory to 12th Century) (3),"ENG 1100 , ENG 1101 , ENG 1103 , or IGE 1100 .",
ARC 3020A - Housing and Urban Design Activity (1),"ARC undergraduate standing; ARC 301, ARC 3010 , or ARC 3010A ; and ARC 301L, ARC 3011L , or ARC 3011 and ARC 3011A .",ARC 3021 and ARC 3021A .
ARC 3010A - Architectural Codes (1),"ARC undergraduate standing; 2.0 GPA; ARC 203, ARC 2020 , or ARC 2021 ; and ARC 203L, ARC 2021L , or ARC 2021 AND ARC 2021A .","ARC 3011 , ARC 3011A , ARC 3220 , and ARC 3222 ."
ARC 3212 - Structures 1 Discussion (1),"ARC undergraduate standing; ARC 201 or ARC 2010 ; ARC 201L, ARC 2011L , or ARC 2011 and ARC 2011A ; MAT 1060 , MAT 1140 , MAT 1150 , MAT 2140 , MAT 2250 , MAT 2010 , MAT 3100 , MAT 3140 , MAT 4170 , or MAT 4280 ; and PHY 1210 / PHY 1210L , or PHY 121L.",ARC 3210 .
ARC 4620 - Senior Project Material and Structural Integration (1),ARC senior standing and ARC 4610 .,ARC 4611A.
ARC 1502A - Foundation Digital Design 2 Activity (1),ARC undergraduate standing and ARC 1501A .,ARC 1021A and ARC 1021 .
ARC 2501A - Intermediate Digital Design 1 Activity (1),"ARC undergraduate standing, ARC 103L, ARC 1021L , or ARC 1021A and ARC 1021 ; and ARC 1500A , ARC 1502A , or ARC 151 and ARC 152.",ARC 2011A and ARC 2011 .
ARC 3210 - Structures 1 (2),"ARC undergraduate standing; ARC 201 or ARC 2010 ; ARC 201L, ARC 2011L , or ARC 2011 and ARC 2011A ; MAT 1060 , MAT 1140 , MAT 1150 , MAT 2140 , MAT 2250 , MAT 2010 , MAT 3100 , MAT 3140 , MAT 4170 , or MAT 4280 ; and PHY 1210 / PHY 1210L , or PHY 121L.",ARC 3212 .
ARC 4031 - Topics in Architectural Design 3 (1),"ARC undergraduate standing; and ARC 402, ARC 4021L , or ARC 4021A and ARC 4021",ARC 4031A .
ARC 4021 - Topics in Architectural Design 2 (1),"ARC undergraduate standing; and ARC 401, ARC 4011L , or ARC 4011A and ARC 4011 .",ARC 4021A .
ARC 1011 - Foundation Design 1 Lecture (1),ARC Undergraduate Standing.,ARC 1011A and ARC 1501A .
ARC 2011 - Architectural Programming (1),ARC undergraduate standing.,ARC 2011A and ARC 2501A .
ARC 1021 - Foundation Design 2 (1),"ARC undergraduate standing; and ARC 299 and ARC 299A, ARC 1011L , or ARC 1011A and ARC 1011 .",ARC 1021A and ARC 1502A .
ARC 2021 - Introduction to Sustainable Architectural Design (1),"ARC undergraduate standing; and ARC 2011A and ARC 2011 , or ARC 2011L .",ARC 2021A and ARC 2502A .
ARC 4011 - Topics in Architectural Design 1 (1),"ARC undergraduate standing; ARC 3021L , ARC 3021A and ARC 3021 , or ARC 303L; ARC 3020A or ARC 303; ARC 322, or ARC 3220 and ARC 3222 ; ARC 3320 and ARC 3322 , or ARC 332; and ARC 3420 and ARC 3422 , or ARC 342.",ARC 4011A .
ARC 3021 - Third Year Design 2 (1),"ARC undergraduate standing; ARC 301, ARC 3011L , or ARC 3011 and ARC 3011A ; ARC 3220 ; and ARC 3222 .","ARC 3020A , ARC 3021A , ARC 3420 , ARC 3422 , ARC 4400 , and ARC 4402A ."
ARC 4021A - Topics in Architectural Design 2 Activity (4),"ARC undergraduate standing; and ARC 401, ARC 4011L , or ARC 4011A and ARC 4011 .",
ARC 4031A - Topics in Architectural Design 3 Activity (4),"ARC undergraduate standing, ARC 402, ARC 4021L , or ARC 4021A and ARC 4021 .",ARC 4031 .
ARC 4611A - Senior Project Design Activity (5),"ARC senior standing; 2.0 GPA; ARC 401, ARC 4011L , or ARC 4011 and ARC 4011A ; ARC 403L, ARC 4021L , or ARC 4021 and ARC 4021A ; ARC 405L, ARC 4031L , or ARC 4031 and ARC 4031A ; and C- or better in ARC 4610 .",ARC 4620.
ARC 3021A - Third Year Design 2 Activity (4),"ARC undergraduate standing; ARC 301, ARC 3011L , or ARC 3011 and ARC 3011A ; ARC 3220 ; and ARC 3222 .","ARC 3021, ARC 3420 , ARC 3422 , ARC 4400, and ARC 4402A."
ARC 1011A - Foundation Design 1 Activity (4),ARC Undergraduate Standing.,ARC 1011 and ARC 1501A .
ARC 1021A - Foundation Design 2 Activity (4),"ARC undergraduate standing; and ARC 299 and ARC 299A, ARC 1011L , or ARC 1011A and ARC 1011 .",ARC 1021 and ARC 1502A .
ARC 3011 - Third Year Design 1 (1),"ARC undergraduate standing; 2nd year Portfolio Review passed*; ARC 203L, ARC 2021L , or ARC 2021 AND ARC 2021A ; ARC 3210 ; ARC 3212 ; ARC 3410 ; ARC 3412 ; ARC 3310 ; ARC 3312 ; MAT 106, MAT 1060 , MAT 1140 , MAT 1150 , MAT 2140 , MAT 2250 , MAT 2010 , MAT 3100 , MAT 3140 , MAT 4170 , or MAT 4280 ; and PHY 1210 and PHY 1210L , or PHY 121L.","ARC 3010A , ARC 3011A , ARC 3220 , and ARC 3222 ."
ARC 4011A - Topics in Architectural Design 1 Activity (4),"ARC undergraduate standing; ARC 3021L , ARC 3021A and ARC 3021 , or ARC 303L; ARC 3020A or ARC 303; ARC 322, or ARC 3220 and ARC 3222 ; ARC 3320 and ARC 3322 , or ARC 332; and ARC 3420 and ARC 3422 , or ARC 342.",ARC 4011 .
ARC 2021A - Second Year Design 2 Activity (4),"Prerequisite(s): ARC undergraduate standing; ARC 201 and ARC 202, ARC 2011A and ARC 2011 , or ARC 2011L ; ARC 2501A ; ARC 3410 ; and ARC 3412 .",ARC 2021 and ARC 2502A .
ARC 2011A - Second Year Design 1 Activity (4),"ARC undergraduate standing; C or better in the following: ARC 1021L , or ARC 1021A and ARC 1021 ; and ARC 1500A , ARC 1502A , or ARC 151 and ARC 152.",ARC 2011 and ARC 2501A .
ENG 2105 - Written Reasoning (3),Completion of GE Area A2.,
COM 2204 - Advocacy and Argument (3),,
AH 2301 - World Art: Prehistory through Medieval Europe (3),Completion of GE Area A2.,
ARC 4630 - Interpreting Architecture (3),"Lower division GE requirements in Areas A and C, and sub-area B4.",
